problem_id,domain,num_agents,total_time_ms,total_plan_length,total_nodes_expanded,total_heuristic_calls,total_applicable_actions,total_nodes_generated,total_objects,translator_variables,translator_derived_variables,translator_facts,translator_goal_facts,translator_operators,translator_axioms,translator_task_size,avg_time_per_agent,avg_plan_length_per_agent,avg_nodes_expanded_per_agent,avg_heuristic_calls_per_agent,avg_applicable_actions_per_agent,avg_nodes_generated_per_agent
afc79ae5-e30c-4391-a215-7f564155499d_7a_11l,multi_agent_movement,7,0.3123,14,14,14,14,14,11,11,0,87,7,70,0,157,.04461428571428571428,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
b1d5b4bc-79a7-4676-8a0d-8cd523e187f9_5a_12l,multi_agent_movement,5,0.1721,10,10,10,10,10,12,12,0,71,5,55,0,126,.03442000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
b94f17e8-5728-44f4-a6ea-2712ec069d98_3a_3l,multi_agent_movement,3,0.0441,3,3,3,3,3,3,3,0,11,3,6,0,17,.01470000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
bc026ff1-bedb-4a25-9026-5c55eaa11a96_6a_8l,multi_agent_movement,6,0.31400000000000006,12,12,12,12,12,8,8,0,55,6,42,0,97,.05233333333333334333,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
bc548310-db1c-483b-b081-b9da479346dd_2a_3l,multi_agent_movement,2,0.0291,3,3,3,3,3,3,3,0,8,2,4,0,12,.01455000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000
bce5c715-c4dd-4674-ac4c-b29e857bea5d_4a_6l,multi_agent_movement,4,0.206,8,8,8,8,8,6,6,0,29,4,20,0,49,.05150000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
bf001764-d3d9-43aa-bece-c433ccd80238_6a_8l,multi_agent_movement,6,0.21000000000000002,12,12,12,12,12,8,8,0,55,6,42,0,97,.03500000000000000333,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
bf8d4b25-047d-4076-81b0-a9bf39579eda_1a_12l,multi_agent_movement,1,0.0262,2,2,2,2,2,12,12,0,23,1,11,0,34,.02620000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
bf8d8bc8-bfdb-41e7-820e-60e45aae6ae0_3a_10l,multi_agent_movement,3,0.0713,6,6,6,6,6,10,10,0,39,3,27,0,66,.02376666666666666666,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
bf986a40-eab1-4c0c-8a04-486619ac7a06_6a_14l,multi_agent_movement,6,0.26,12,12,12,12,12,14,14,0,97,6,78,0,175,.04333333333333333333,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
c01c82f5-47b8-4b2c-a862-01bcf8a59327_1a_17l,multi_agent_movement,1,0.0191,2,2,2,2,2,17,17,0,33,1,16,0,49,.01910000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
c23c27b9-5b21-48b2-8fbc-044f8aae8cd0_6a_17l,multi_agent_movement,6,0.2772,12,12,12,12,12,17,17,0,118,6,96,0,214,.04620000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
c50d5aa2-aab5-4462-bd00-e2ddc84fa559_4a_4l,multi_agent_movement,4,0.0788,5,5,5,5,5,4,4,0,19,4,12,0,31,.01970000000000000000,1.25000000000000000000,1.25000000000000000000,1.25000000000000000000,1.25000000000000000000,1.25000000000000000000
c5530d40-d858-47c8-b32e-b1d9f26c60fd_3a_18l,multi_agent_movement,3,0.0911,6,6,6,6,6,18,18,0,71,3,51,0,122,.03036666666666666666,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
c707ed51-f481-4e4f-b400-d4f44b9ee0a0_4a_9l,multi_agent_movement,4,0.1089,8,8,8,8,8,9,9,0,44,4,32,0,76,.02722500000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
c777a236-103f-4e7a-9aac-938dfb45fcf6_6a_12l,multi_agent_movement,6,0.244,12,12,12,12,12,12,12,0,83,6,66,0,149,.04066666666666666666,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
c9fd9689-2bfb-4699-8271-670453007a12_7a_20l,multi_agent_movement,7,0.3967,14,14,14,14,14,20,20,0,159,7,133,0,292,.05667142857142857142,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
caf1a8e0-c934-4928-b55c-2aa47c825983_5a_5l,multi_agent_movement,5,0.12269999999999999,7,7,7,7,7,5,5,0,29,5,20,0,49,.02453999999999999800,1.40000000000000000000,1.40000000000000000000,1.40000000000000000000,1.40000000000000000000,1.40000000000000000000
cdebc6e0-0948-4a3a-8f18-38a86f782442_1a_4l,multi_agent_movement,1,0.0141,2,2,2,2,2,4,4,0,7,1,3,0,10,.01410000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
ce3226c2-88d8-4d6f-9df9-789c0531da41_2a_20l,multi_agent_movement,2,0.061,4,4,4,4,4,20,20,0,59,2,38,0,97,.03050000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
d1758f06-0e89-496e-a058-7d6b5ef2b835_3a_19l,multi_agent_movement,3,0.088,6,6,6,6,6,19,19,0,75,3,54,0,129,.02933333333333333333,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
d306fcf7-c87e-4df1-b440-eadd29ac8e85_2a_16l,multi_agent_movement,2,0.0477,4,4,4,4,4,16,16,0,47,2,30,0,77,.02385000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
d5e6a40f-f3a4-477d-adc3-d9c13300e7d6_3a_8l,multi_agent_movement,3,0.0698,6,6,6,6,6,8,8,0,31,3,21,0,52,.02326666666666666666,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
d7ff0b26-fe8c-4cf7-832e-cf1fea5c778b_7a_12l,multi_agent_movement,7,0.35819999999999996,14,14,14,14,14,12,12,0,95,7,77,0,172,.05117142857142856571,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
d872e863-a861-4303-a4d0-180766a4abe9_4a_17l,multi_agent_movement,4,0.1421,8,8,8,8,8,17,17,0,84,4,64,0,148,.03552500000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
d8fb338c-bb72-4db5-ae01-b7ea0f82884a_3a_16l,multi_agent_movement,3,0.0889,6,6,6,6,6,16,16,0,63,3,45,0,108,.02963333333333333333,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
dd607977-34ea-4d85-8ff2-e6f58c255918_3a_18l,multi_agent_movement,3,0.088,6,6,6,6,6,18,18,0,71,3,51,0,122,.02933333333333333333,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
de4d5deb-55a7-41d4-be29-b5c9a99de73e_3a_17l,multi_agent_movement,3,0.087,6,6,6,6,6,17,17,0,67,3,48,0,115,.02900000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
e1b234e2-c5fe-49a7-a092-3e213d0d1e6c_6a_11l,multi_agent_movement,6,0.22800000000000004,12,12,12,12,12,11,11,0,76,6,60,0,136,.03800000000000000666,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
e2fa61bb-9cfe-4e6e-a655-f5579e110ff7_6a_3l,multi_agent_movement,6,0.245,9,9,9,9,9,6,6,0,41,6,30,0,71,.04083333333333333333,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000
e3478316-f7c4-4404-8c74-f421db2a1d1b_1a_8l,multi_agent_movement,1,0.0148,2,2,2,2,2,8,8,0,15,1,7,0,22,.01480000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
e34be33d-414c-4fac-b12b-03d82fdd1dca_2a_9l,multi_agent_movement,2,0.039099999999999996,4,4,4,4,4,9,9,0,26,2,16,0,42,.01954999999999999800,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
e503172d-e6c9-4a65-862f-c2149cb3ad19_7a_13l,multi_agent_movement,7,0.33030000000000004,14,14,14,14,14,13,13,0,103,7,84,0,187,.04718571428571429142,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
e861566f-9e16-4ec8-bb10-8b6f55742fbb_1a_8l,multi_agent_movement,1,0.0138,2,2,2,2,2,8,8,0,15,1,7,0,22,.01380000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
e89666c9-b0f8-4c0e-a191-37250558b316_4a_10l,multi_agent_movement,4,0.1128,8,8,8,8,8,10,10,0,49,4,36,0,85,.02820000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
e8ea10f1-c4a8-48f7-9c6e-911e610a81e4_4a_20l,multi_agent_movement,4,0.14800000000000002,8,8,8,8,8,20,20,0,99,4,76,0,175,.03700000000000000500,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
ea293f28-c986-48c5-9b14-8cfab6284192_2a_16l,multi_agent_movement,2,0.046,4,4,4,4,4,16,16,0,47,2,30,0,77,.02300000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
ea9322e3-5eb2-4193-bcd5-230d36b83446_6a_7l,multi_agent_movement,6,0.208,11,11,11,11,11,7,7,0,48,6,36,0,84,.03466666666666666666,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333
eaddb61c-b96a-486c-86f9-92ce5f1eca49_6a_7l,multi_agent_movement,6,0.22920000000000001,11,11,11,11,11,7,7,0,48,6,36,0,84,.03820000000000000166,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333
eccaa70b-b648-4354-aac6-bcf53ea54aaa_5a_13l,multi_agent_movement,5,0.23420000000000002,10,10,10,10,10,13,13,0,77,5,60,0,137,.04684000000000000400,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
ee6cdd09-9649-4d74-97d9-89889995914b_6a_16l,multi_agent_movement,6,0.2771,12,12,12,12,12,16,16,0,111,6,90,0,201,.04618333333333333333,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
f0a2096f-b50b-4374-bc92-69e1fdd53f3b_3a_19l,multi_agent_movement,3,0.0942,6,6,6,6,6,19,19,0,75,3,54,0,129,.03140000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
f12831f0-112d-440e-9002-8ffd6cfaa01b_2a_14l,multi_agent_movement,2,0.0419,4,4,4,4,4,14,14,0,41,2,26,0,67,.02095000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
f16aa2a9-c39f-4c31-b2fe-5a93d87d685c_2a_3l,multi_agent_movement,2,0.027,3,3,3,3,3,3,3,0,8,2,4,0,12,.01350000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000
f1a33c82-8652-4802-a1f8-2b1aa4820d57_6a_3l,multi_agent_movement,6,0.1759,9,9,9,9,9,6,6,0,41,6,30,0,71,.02931666666666666666,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000
f3e82de9-cb20-44d4-8103-900960a163c9_7a_13l,multi_agent_movement,7,0.3153,14,14,14,14,14,13,13,0,103,7,84,0,187,.04504285714285714285,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
f511082e-2ee2-4b6d-af83-49bd2ca140bf_7a_6l,multi_agent_movement,7,0.241,11,11,11,11,11,7,7,0,55,7,42,0,97,.03442857142857142857,1.57142857142857142857,1.57142857142857142857,1.57142857142857142857,1.57142857142857142857,1.57142857142857142857
f8aadc15-3d5a-440d-bce6-39ce30f9ae9d_2a_3l,multi_agent_movement,2,0.0281,3,3,3,3,3,3,3,0,8,2,4,0,12,.01405000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000,1.50000000000000000000
f8b9b589-7c13-4cb2-a090-3e9c934741d5_6a_7l,multi_agent_movement,6,0.2275,11,11,11,11,11,7,7,0,48,6,36,0,84,.03791666666666666666,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333,1.83333333333333333333
f8be357c-fc8d-4cd3-ab80-9af964e72835_3a_6l,multi_agent_movement,3,0.063,6,6,6,6,6,6,6,0,23,3,15,0,38,.02100000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
fc3a4fe0-dd94-4ec9-820d-03bd6643fb0b_2a_19l,multi_agent_movement,2,0.0488,4,4,4,4,4,19,19,0,56,2,36,0,92,.02440000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000,2.00000000000000000000
